HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459348.51546,2021-05-14.0149891,bi,1.71,15.635,12.178,0.010,48.826,0.433,g
2459348.51670,2021-05-14.0162319,bi,1.71,15.630,12.184,0.009,48.588,0.425,g
2459348.51793,2021-05-14.0174634,bi,1.62,15.656,12.164,0.010,49.496,0.421,g
2459351.23568,2021-05-16.7352684,bm,2.05,15.608,12.100,0.009,52.485,0.436,g
2459351.23690,2021-05-16.7364891,bm,2.05,15.585,12.090,0.009,53.006,0.439,g
2459351.23813,2021-05-16.7377156,bm,2.06,15.597,12.103,0.009,52.311,0.434,g
2459352.55389,2021-05-18.0535086,bE,1.47,15.783,12.250,0.009,45.705,0.376,g
2459352.55518,2021-05-18.0547944,bE,1.42,15.791,12.235,0.009,46.339,0.378,g
2459352.55645,2021-05-18.0560708,bE,1.45,15.796,12.239,0.009,46.174,0.370,g
2459353.47357,2021-05-18.9732085,bE,1.65,15.818,12.238,0.008,46.206,0.359,g
2459353.47486,2021-05-18.9745019,bE,1.59,15.827,12.243,0.009,45.973,0.366,g
2459353.47614,2021-05-18.9757778,bE,1.75,15.823,12.243,0.008,46.015,0.360,g
2459356.54604,2021-05-22.0457398,bE,1.46,15.778,12.265,0.010,45.105,0.385,g
2459356.54732,2021-05-22.0470231,bE,1.44,15.702,12.240,0.010,46.163,0.406,g
2459356.54862,2021-05-22.0483168,bE,1.44,15.764,12.245,0.010,45.893,0.383,g
2459357.46808,2021-05-22.9678037,bE,1.60,15.734,12.215,0.010,47.201,0.396,g
2459357.46935,2021-05-22.9690706,bE,1.56,15.765,12.229,0.009,46.591,0.386,g
2459357.47063,2021-05-22.9703505,bE,1.52,15.752,12.231,0.010,46.507,0.388,g
2459358.47592,2021-05-23.9756596,bi,1.42,15.467,12.195,0.012,48.092,0.506,g
2459358.47715,2021-05-23.9768885,bi,1.46,15.452,12.170,0.012,49.216,0.511,g
2459358.47838,2021-05-23.9781201,bi,1.46,15.519,12.199,0.011,47.949,0.490,g
2459358.50878,2021-05-24.0085192,bi,1.49,15.407,12.178,0.012,48.861,0.523,g
2459358.51001,2021-05-24.0097575,bi,1.51,15.431,12.219,0.012,47.024,0.515,g
2459358.51125,2021-05-24.0109895,bi,1.55,15.415,12.193,0.012,48.153,0.522,g
2459359.54251,2021-05-25.0422775,bi,2.30,14.867,12.134,0.019,50.866,0.877,g
2459360.53500,2021-05-26.0347951,bE,1.48,15.487,12.236,0.012,46.303,0.489,g
2459360.53630,2021-05-26.0360881,bE,1.48,15.477,12.257,0.012,45.419,0.491,g
2459360.53759,2021-05-26.0373729,bE,1.50,15.491,12.264,0.012,45.107,0.491,g
2459361.27381,2021-05-26.7736157,bm,2.11,14.969,12.245,0.019,45.947,0.805,g
2459361.27504,2021-05-26.7748457,bm,2.04,14.741,12.285,0.025,44.270,1.023,g
2459361.27633,2021-05-26.7761372,bm,2.08,15.100,12.224,0.015,46.816,0.679,g
2459363.53283,2021-05-29.0326839,bE,1.49,15.705,12.090,0.009,52.994,0.420,g
2459363.53410,2021-05-29.0339542,bE,1.47,15.647,12.072,0.009,53.862,0.432,g
2459363.53538,2021-05-29.0352296,bE,1.52,15.676,12.079,0.009,53.489,0.417,g
2459367.26450,2021-06-01.7644265,bm,2.31,15.509,12.069,0.009,54.008,0.468,g
2459367.26572,2021-06-01.7656532,bm,2.31,15.518,12.057,0.010,54.576,0.484,g
2459367.26695,2021-06-01.7668844,bm,2.30,15.515,12.069,0.010,54.041,0.481,g
2459369.18939,2021-06-03.6893681,bm,1.98,15.453,12.189,0.012,48.344,0.506,g
2459369.19062,2021-06-03.6905934,bm,1.98,15.467,12.199,0.012,47.901,0.496,g
2459370.51955,2021-06-05.0195607,bE,1.45,15.724,12.179,0.008,48.813,0.394,g
2459371.25633,2021-06-05.7563547,bm,1.61,15.645,12.059,0.009,54.488,0.433,g
2459371.25754,2021-06-05.7575663,bm,1.60,15.654,12.094,0.009,52.792,0.432,g
2459371.25876,2021-06-05.7587811,bm,1.56,15.639,12.086,0.009,53.129,0.427,g
2459374.47777,2021-06-08.9778708,bE,1.50,15.842,12.177,0.008,48.887,0.356,g
2459374.47907,2021-06-08.9791665,bE,1.43,15.846,12.176,0.008,48.931,0.364,g
2459374.48035,2021-06-08.9804472,bE,1.43,15.826,12.173,0.009,49.047,0.368,g
2459376.23768,2021-06-10.7378061,bm,1.48,15.665,12.152,0.010,50.021,0.426,g
2459376.23890,2021-06-10.7390326,bm,1.52,15.666,12.134,0.009,50.846,0.421,g
2459376.24013,2021-06-10.7402615,bm,1.56,15.672,12.173,0.009,49.092,0.414,g
2459378.23262,2021-06-12.7327873,bm,1.52,15.493,12.176,0.011,48.951,0.486,g
2459378.23395,2021-06-12.7341239,bm,1.57,15.499,12.169,0.011,49.261,0.485,g
2459378.23526,2021-06-12.7354313,bm,1.53,15.534,12.191,0.011,48.247,0.470,g
2459381.45408,2021-06-15.9543295,bi,1.48,15.543,12.203,0.011,47.753,0.474,g
2459381.45533,2021-06-15.9555760,bi,1.46,15.557,12.222,0.011,46.916,0.468,g
2459381.45659,2021-06-15.9568282,bi,1.52,15.616,12.236,0.011,46.315,0.436,g
2459384.23482,2021-06-18.7351292,bm,2.21,15.484,12.153,0.011,49.983,0.501,g
2459384.46644,2021-06-18.9667494,bE,1.44,15.756,12.262,0.010,45.238,0.389,g
2459384.46774,2021-06-18.9680539,bE,1.49,15.772,12.254,0.010,45.558,0.380,g
2459384.46903,2021-06-18.9693438,bE,1.45,15.775,12.248,0.009,45.757,0.382,g
2459388.45524,2021-06-22.9556380,bE,1.48,15.541,12.248,0.011,45.813,0.460,g
2459388.45654,2021-06-22.9569361,bE,1.48,15.595,12.240,0.011,46.136,0.445,g
2459388.45783,2021-06-22.9582270,bE,1.52,15.629,12.269,0.011,44.951,0.433,g
2459390.45924,2021-06-24.9596740,bE,1.63,15.403,12.162,0.012,49.571,0.529,g
2459390.46051,2021-06-24.9609560,bE,1.63,15.218,12.160,0.013,49.699,0.615,g
2459390.46182,2021-06-24.9622685,bE,1.68,15.141,12.138,0.014,50.678,0.661,g
2459444.92261,2021-08-18.4238657,bE,1.54,15.748,12.158,0.009,49.755,0.390,g
2459444.92391,2021-08-18.4251689,bE,1.45,15.746,12.179,0.009,48.829,0.391,g
2459444.92520,2021-08-18.4264530,bE,1.42,15.727,12.186,0.009,48.474,0.400,g
2459453.89500,2021-08-27.3962978,bi,1.55,15.510,12.145,0.011,50.364,0.482,g
2459453.89625,2021-08-27.3975502,bi,1.56,15.465,12.142,0.011,50.476,0.502,g
2459453.89749,2021-08-27.3987900,bi,1.53,15.449,12.127,0.011,51.216,0.509,g
2459455.89554,2021-08-29.3968395,bi,1.44,15.595,12.183,0.010,48.632,0.451,g
2459455.89677,2021-08-29.3980688,bi,1.44,15.560,12.186,0.011,48.496,0.464,g
2459455.89799,2021-08-29.3993009,bi,1.44,15.585,12.177,0.010,48.924,0.448,g
2459459.91631,2021-09-02.4176189,bi,1.47,15.468,12.184,0.012,48.585,0.499,g
2459459.91755,2021-09-02.4188607,bi,1.47,15.454,12.198,0.012,47.969,0.507,g
2459459.91880,2021-09-02.4201024,bi,1.40,15.360,12.192,0.013,48.199,0.562,g
2459467.62462,2021-09-10.1259295,bm,2.08,15.319,12.173,0.013,49.040,0.570,g
2459467.62587,2021-09-10.1271726,bm,2.06,15.284,12.144,0.013,50.398,0.591,g
2459467.62722,2021-09-10.128525,bm,2.07,15.306,12.160,0.013,49.640,0.586,g
2459467.65881,2021-09-10.1601208,bm,2.05,15.110,12.173,0.016,49.053,0.683,g
2459467.66038,2021-09-10.1616835,bm,2.05,14.939,12.163,0.018,49.519,0.802,g
2459468.87586,2021-09-11.3771590,bE,1.43,14.971,12.151,0.018,50.048,0.821,g
2459468.87715,2021-09-11.3784584,bE,1.39,14.932,12.138,0.019,50.686,0.847,g
2459468.87845,2021-09-11.3797542,bE,1.46,14.080,12.116,0.039,51.689,1.820,g
2459472.86732,2021-09-15.3686256,bE,1.55,15.776,12.109,0.007,52.058,0.369,g
2459473.86384,2021-09-16.3651302,bE,1.45,15.799,12.138,0.007,50.674,0.368,g
2459473.86515,2021-09-16.3664379,bE,1.50,15.768,12.135,0.009,50.795,0.384,g
2459473.86645,2021-09-16.3677480,bE,1.47,15.794,12.131,0.008,51.028,0.374,g
2459475.85180,2021-09-18.3530884,bi,1.40,15.486,12.195,0.012,48.097,0.495,g
2459475.85305,2021-09-18.3543289,bi,1.42,15.514,12.204,0.011,47.686,0.479,g
2459475.85429,2021-09-18.3555731,bi,1.61,15.563,12.210,0.011,47.422,0.460,g
2459478.84235,2021-09-21.3436165,bi,1.40,15.175,12.200,0.015,47.884,0.645,g
2459478.84359,2021-09-21.3448621,bi,1.45,15.247,12.173,0.013,49.101,0.594,g
2459478.84484,2021-09-21.3461052,bi,1.51,15.246,12.173,0.014,49.039,0.609,g
2459479.84673,2021-09-22.3479871,bi,1.50,15.362,12.207,0.013,47.575,0.549,g
2459479.84797,2021-09-22.3492326,bi,1.45,15.363,12.194,0.013,48.134,0.568,g
2459479.84922,2021-09-22.3504837,bi,1.49,15.255,12.207,0.014,47.568,0.607,g
2459480.85889,2021-09-23.3601487,bE,1.48,15.656,12.078,0.009,53.582,0.428,g
2459480.86018,2021-09-23.3614386,bE,1.46,15.664,12.103,0.009,52.350,0.427,g
2459480.86147,2021-09-23.3627322,bE,1.47,15.642,12.111,0.009,51.942,0.431,g
2459481.85518,2021-09-24.3564291,bE,1.44,15.739,12.134,0.009,50.824,0.393,g
2459481.85646,2021-09-24.3577126,bE,1.51,15.672,12.145,0.008,50.378,0.412,g
2459481.85776,2021-09-24.3590023,bE,1.49,15.712,12.141,0.008,50.567,0.400,g
2459482.86598,2021-09-25.3672204,bi,1.42,15.539,12.192,0.011,48.210,0.485,g
2459482.86723,2021-09-25.3684800,bi,1.42,15.508,12.190,0.011,48.341,0.478,g
2459482.86849,2021-09-25.3697371,bi,1.40,15.521,12.158,0.010,49.752,0.473,g
2459482.89706,2021-09-25.3983028,bE,1.45,15.625,12.181,0.009,48.722,0.430,g
2459482.89836,2021-09-25.3996026,bE,1.46,15.647,12.205,0.010,47.613,0.426,g
2459482.89964,2021-09-25.4008858,bE,1.58,15.537,12.180,0.010,48.714,0.465,g
2459483.88991,2021-09-26.3911443,bE,1.42,15.759,12.204,0.008,47.690,0.381,g
2459483.89121,2021-09-26.3924429,bE,1.51,15.763,12.202,0.009,47.782,0.386,g
2459483.89249,2021-09-26.3937274,bE,1.46,15.769,12.225,0.009,46.775,0.383,g
2459489.81924,2021-10-02.3204207,bi,1.44,15.553,12.122,0.010,51.445,0.461,g
2459489.82048,2021-10-02.3216622,bi,1.44,15.522,12.135,0.011,50.801,0.478,g
2459489.82174,2021-10-02.3229194,bi,1.44,15.604,12.156,0.010,49.886,0.440,g
2459492.81040,2021-10-05.3115493,bE,1.42,15.785,12.099,0.008,52.527,0.383,g
2459492.81169,2021-10-05.3128451,bE,1.44,15.769,12.089,0.008,53.020,0.384,g
2459492.81300,2021-10-05.3141531,bE,1.51,15.765,12.100,0.008,52.478,0.384,g
2459492.85703,2021-10-05.3581863,bi,1.42,15.649,12.107,0.009,52.127,0.425,g
2459492.85828,2021-10-05.3594333,bi,1.46,15.651,12.106,0.009,52.229,0.429,g
2459492.85952,2021-10-05.3606701,bi,1.43,15.645,12.098,0.009,52.565,0.438,g
2459493.82228,2021-10-06.3234238,bi,1.44,15.625,12.143,0.010,50.429,0.438,g
2459493.82354,2021-10-06.3246846,bi,1.43,15.642,12.135,0.010,50.834,0.430,g
2459493.82478,2021-10-06.3259310,bi,1.41,15.670,12.160,0.010,49.625,0.418,g
2459495.54699,2021-10-08.0481145,bm,1.50,15.679,12.186,0.009,48.524,0.408,g
2459495.54827,2021-10-08.0493945,bm,1.50,15.702,12.238,0.009,46.240,0.399,g
2459495.54952,2021-10-08.0506422,bm,1.52,15.722,12.238,0.010,46.235,0.399,g
2459497.55190,2021-10-10.0529952,bm,1.48,15.631,12.124,0.009,51.350,0.426,g
2459497.55314,2021-10-10.0542409,bm,1.49,15.641,12.111,0.009,51.932,0.426,g
2459497.55438,2021-10-10.0554796,bm,1.55,15.642,12.114,0.008,51.779,0.422,g
2459499.53931,2021-10-12.0403825,bm,2.40,15.622,12.187,0.010,48.414,0.440,g
2459499.54054,2021-10-12.0416222,bm,2.42,15.639,12.195,0.010,48.057,0.439,g
2459499.54181,2021-10-12.0428795,bm,2.41,15.639,12.188,0.010,48.408,0.438,g
2459500.77937,2021-10-13.2804285,bi,1.35,15.636,12.111,0.009,51.984,0.442,g
2459500.78062,2021-10-13.2816740,bi,1.45,15.598,12.115,0.010,51.762,0.450,g
2459500.78190,2021-10-13.2829465,bi,1.36,15.591,12.106,0.010,52.212,0.462,g
2459500.79859,2021-10-13.2996440,bE,1.46,15.791,12.115,0.008,51.774,0.381,g
2459500.79989,2021-10-13.3009449,bE,1.43,15.780,12.113,0.008,51.859,0.380,g
2459500.80117,2021-10-13.3022300,bE,1.48,15.778,12.104,0.008,52.282,0.384,g
2459501.81153,2021-10-14.3125719,bi,1.43,15.651,12.127,0.009,51.196,0.433,g
2459501.81276,2021-10-14.3138081,bi,1.49,15.628,12.134,0.009,50.835,0.428,g
2459501.81399,2021-10-14.3150371,bi,1.45,15.651,12.121,0.009,51.474,0.428,g
2459502.78003,2021-10-15.2810528,bi,1.45,15.565,12.195,0.011,48.113,0.455,g
2459502.78128,2021-10-15.2823075,bi,1.40,15.575,12.186,0.010,48.498,0.450,g
2459502.78252,2021-10-15.2835506,bi,1.41,15.582,12.212,0.011,47.346,0.452,g
2459502.78376,2021-10-15.2847877,bi,1.44,15.566,12.203,0.011,47.744,0.459,g
2459502.78500,2021-10-15.2860319,bi,1.39,15.639,12.252,0.011,45.601,0.430,g
2459502.78624,2021-10-15.2872693,bi,1.44,15.611,12.212,0.011,47.324,0.448,g
2459503.78627,2021-10-16.2872840,bE,1.51,15.711,12.175,0.009,48.995,0.405,g
2459503.78757,2021-10-16.2885850,bE,1.45,15.717,12.176,0.008,48.941,0.397,g
2459503.78888,2021-10-16.2898922,bE,1.46,15.755,12.167,0.009,49.311,0.386,g
2459504.81850,2021-10-17.3194936,bE,1.42,15.691,12.121,0.009,51.510,0.409,g
2459504.81981,2021-10-17.3208055,bE,1.52,15.687,12.094,0.008,52.811,0.409,g
2459504.82111,2021-10-17.3221026,bE,1.51,15.684,12.130,0.009,51.019,0.412,g
2459506.77210,2021-10-19.2730673,bE,1.44,15.525,12.205,0.011,47.642,0.473,g
2459506.77339,2021-10-19.2743516,bE,1.49,15.582,12.208,0.010,47.528,0.445,g
2459506.77470,2021-10-19.2756656,bE,1.48,15.622,12.188,0.010,48.417,0.432,g
2459507.77977,2021-10-20.2807312,bE,1.51,15.544,12.164,0.011,49.474,0.465,g
2459507.78106,2021-10-20.2820196,bE,1.55,15.557,12.160,0.011,49.653,0.471,g
2459507.78236,2021-10-20.2833215,bE,1.52,15.463,12.180,0.011,48.777,0.497,g
2459508.82377,2021-10-21.3246998,bi,1.66,15.301,12.120,0.013,51.510,0.591,g
2459508.82501,2021-10-21.3259439,bi,1.66,15.418,12.115,0.011,51.786,0.533,g
2459508.82626,2021-10-21.3271953,bi,1.61,15.331,12.120,0.012,51.516,0.567,g
2459511.74042,2021-10-24.2413092,bE,1.52,15.652,12.157,0.010,49.821,0.424,g
2459511.74172,2021-10-24.2426086,bE,1.47,15.677,12.165,0.009,49.415,0.409,g
2459511.74302,2021-10-24.2439045,bE,1.47,15.668,12.162,0.009,49.571,0.415,g
2459513.74865,2021-10-26.2495100,bE,1.49,15.683,12.121,0.009,51.454,0.413,g
2459513.74995,2021-10-26.2508072,bE,1.42,15.723,12.132,0.009,50.962,0.404,g
2459513.75125,2021-10-26.2521053,bE,1.46,15.690,12.133,0.008,50.890,0.402,g
2459514.74695,2021-10-27.2477843,bE,1.46,15.788,12.213,0.009,47.326,0.380,g
2459514.74825,2021-10-27.2490843,bE,1.48,15.816,12.231,0.009,46.526,0.373,g
2459514.74954,2021-10-27.2503832,bE,1.44,15.779,12.216,0.009,47.177,0.378,g
2459515.73951,2021-10-28.2403258,bE,1.45,15.763,12.143,0.009,50.449,0.388,g
2459515.74081,2021-10-28.2416293,bE,1.47,15.764,12.158,0.009,49.754,0.386,g
2459515.74210,2021-10-28.2429256,bE,1.47,15.793,12.154,0.009,49.933,0.380,g
2459516.74430,2021-10-29.2451021,bE,1.52,14.845,12.120,0.019,51.528,0.907,g
2459516.74561,2021-10-29.2464061,bE,1.50,15.397,12.072,0.013,53.877,0.645,g
2459516.74691,2021-10-29.2477123,bE,1.47,15.561,12.112,0.010,51.919,0.473,g
2459517.74129,2021-10-30.2420810,bE,1.48,15.782,12.116,0.008,51.698,0.380,g
2459517.74261,2021-10-30.2433964,bE,1.48,15.795,12.141,0.008,50.507,0.372,g
2459517.74393,2021-10-30.2447109,bE,1.48,15.780,12.131,0.009,51.020,0.380,g
2459518.74711,2021-10-31.2478806,bE,1.44,15.818,12.207,0.008,47.555,0.364,g
2459518.74842,2021-10-31.2491896,bE,1.46,15.821,12.200,0.008,47.895,0.358,g
2459518.74973,2021-10-31.2504925,bE,1.49,15.825,12.215,0.009,47.230,0.366,g
2459518.79937,2021-10-31.3001371,bE,1.48,15.833,12.215,0.008,47.230,0.359,g
2459518.80067,2021-10-31.3014350,bE,1.49,15.845,12.218,0.008,47.055,0.351,g
2459518.80197,2021-10-31.3027351,bE,1.47,15.837,12.217,0.008,47.120,0.356,g
2459520.79300,2021-11-02.2937365,bE,1.46,15.228,12.191,0.014,48.275,0.654,g
2459520.79430,2021-11-02.2950276,bE,1.53,15.456,12.064,0.013,54.255,0.634,g
2459520.79559,2021-11-02.2963236,bE,1.44,15.133,12.114,0.020,51.837,0.978,g
2459521.71489,2021-11-03.2156064,bi,1.45,15.600,12.127,0.010,51.210,0.446,g
2459521.71616,2021-11-03.2168718,bi,1.43,15.591,12.110,0.009,52.016,0.445,g
2459521.71742,2021-11-03.2181255,bi,1.46,15.589,12.135,0.010,50.815,0.453,g
2459522.71553,2021-11-04.2162259,bi,1.44,15.657,12.213,0.010,47.315,0.424,g
2459522.71676,2021-11-04.2174546,bi,1.40,15.654,12.206,0.010,47.580,0.424,g
2459522.71799,2021-11-04.2186880,bi,1.44,15.677,12.226,0.010,46.714,0.418,g
2459522.74195,2021-11-04.2426444,bi,1.43,15.628,12.200,0.009,47.863,0.428,g
2459522.74322,2021-11-04.2439061,bi,1.36,15.530,12.217,0.010,47.128,0.465,g
2459522.74444,2021-11-04.2451432,bi,1.44,15.596,12.212,0.011,47.303,0.465,g
2459523.72839,2021-11-05.2290674,bE,1.50,15.787,12.144,0.008,50.379,0.376,g
2459523.72968,2021-11-05.2303586,bE,1.51,15.796,12.140,0.008,50.581,0.373,g
2459523.73099,2021-11-05.2316591,bE,1.48,15.772,12.149,0.009,50.171,0.381,g
2459523.76370,2021-11-05.2643732,bE,1.50,15.797,12.149,0.009,50.146,0.379,g
2459523.76500,2021-11-05.2656717,bE,1.47,15.679,12.133,0.008,50.893,0.410,g
2459523.76630,2021-11-05.2669710,bE,1.50,15.815,12.144,0.008,50.400,0.369,g
2459524.71725,2021-11-06.2179094,bi,1.42,15.607,12.151,0.010,50.043,0.442,g
2459524.71849,2021-11-06.2191563,bi,1.37,15.578,12.102,0.010,52.374,0.453,g
2459524.71974,2021-11-06.2203968,bi,1.37,15.591,12.113,0.010,51.829,0.449,g
2459524.74364,2021-11-06.2442907,bi,1.42,15.597,12.110,0.010,52.007,0.447,g
2459524.74488,2021-11-06.2455317,bi,1.42,15.606,12.123,0.009,51.378,0.439,g
2459524.74612,2021-11-06.2467737,bi,1.42,15.616,12.113,0.010,51.883,0.454,g
2459525.75135,2021-11-07.2519891,bE,1.52,15.804,12.155,0.008,49.922,0.362,g
2459525.75264,2021-11-07.2532839,bE,1.46,15.798,12.146,0.008,50.316,0.370,g
2459525.75394,2021-11-07.2545767,bE,1.51,15.807,12.144,0.008,50.415,0.372,g
2459529.71536,2021-11-11.2159174,bE,1.47,15.796,12.153,0.008,49.983,0.368,g
2459529.71666,2021-11-11.2172133,bE,1.49,15.789,12.146,0.008,50.287,0.372,g
2459529.71796,2021-11-11.2185135,bE,1.45,15.766,12.135,0.009,50.802,0.386,g
2459530.69827,2021-11-12.1988042,bi,1.43,15.592,12.217,0.010,47.122,0.443,g
2459530.69951,2021-11-12.2000392,bi,1.43,15.583,12.193,0.011,48.152,0.452,g
2459530.70074,2021-11-12.2012694,bi,1.47,15.557,12.195,0.011,48.080,0.467,g
2459531.71130,2021-11-13.2118192,bE,1.48,15.733,12.141,0.009,50.522,0.397,g
2459531.71260,2021-11-13.2131178,bE,1.46,15.749,12.145,0.008,50.361,0.386,g
2459531.71390,2021-11-13.2144172,bE,1.49,15.736,12.139,0.009,50.632,0.401,g
2459532.73617,2021-11-14.2366596,bE,1.45,15.744,12.112,0.008,51.885,0.390,g
2459532.73747,2021-11-14.2379582,bE,1.51,15.711,12.114,0.009,51.813,0.405,g
2459532.73877,2021-11-14.2392577,bE,1.42,15.736,12.114,0.008,51.833,0.391,g
2459534.71101,2021-11-16.2114596,bE,1.43,15.656,12.211,0.010,47.396,0.420,g
2459534.71231,2021-11-16.2127603,bE,1.46,15.687,12.215,0.009,47.236,0.406,g
2459534.71361,2021-11-16.2140607,bE,1.50,15.678,12.210,0.010,47.451,0.412,g
2459535.68688,2021-11-17.1873118,bi,1.46,15.323,12.125,0.012,51.269,0.582,g
2459535.68814,2021-11-17.1885664,bi,1.44,15.402,12.152,0.012,50.056,0.532,g
2459535.68939,2021-11-17.1898178,bi,1.45,15.400,12.115,0.012,51.796,0.550,g
2459535.69061,2021-11-17.1910350,bE,1.52,15.614,12.127,0.010,51.216,0.440,g
2459535.69190,2021-11-17.1923293,bE,1.44,15.572,12.126,0.010,51.236,0.463,g
2459535.69320,2021-11-17.1936289,bE,1.49,15.614,12.117,0.010,51.663,0.444,g
2459536.75000,2021-11-18.2504035,bE,1.47,15.626,12.119,0.009,51.555,0.428,g
2459536.75131,2021-11-18.2517171,bE,1.46,15.644,12.106,0.009,52.188,0.431,g
2459536.75260,2021-11-18.2530109,bE,1.49,15.605,12.119,0.010,51.602,0.441,g
2459536.79643,2021-11-18.2968394,bi,1.44,15.376,12.109,0.012,52.038,0.543,g
2459536.79767,2021-11-18.2980766,bi,1.45,15.429,12.144,0.012,50.399,0.523,g
2459536.79891,2021-11-18.2993223,bi,1.47,15.438,12.126,0.011,51.238,0.520,g
2459537.71452,2021-11-19.2148993,bE,1.45,15.462,12.184,0.011,48.614,0.497,g
2459537.71582,2021-11-19.2162009,bE,1.47,15.470,12.151,0.011,50.099,0.495,g
2459537.71711,2021-11-19.2174877,bE,1.43,15.463,12.169,0.011,49.272,0.492,g
2459537.77160,2021-11-19.2719792,bi,1.39,15.279,12.190,0.014,48.313,0.587,g
2459537.77284,2021-11-19.2732186,bi,1.45,15.253,12.189,0.014,48.342,0.601,g
2459537.77407,2021-11-19.2744586,bi,1.40,15.309,12.174,0.013,49.046,0.577,g
2459538.68536,2021-11-20.1857254,bi,1.54,15.254,12.196,0.014,48.052,0.601,g
2459538.68660,2021-11-20.1869625,bi,1.51,15.243,12.191,0.014,48.298,0.603,g
2459538.68784,2021-11-20.1882071,bi,1.49,15.318,12.186,0.013,48.495,0.575,g
2459539.66400,2021-11-21.1643354,bE,1.48,15.513,12.113,0.011,51.864,0.483,g
2459539.66530,2021-11-21.1656384,bE,1.51,15.588,12.105,0.010,52.229,0.452,g
2459539.66661,2021-11-21.1669472,bE,1.47,15.561,12.117,0.010,51.641,0.462,g
2459541.65887,2021-11-23.1591715,bE,1.48,14.728,12.125,0.021,51.278,0.968,g
2459541.66018,2021-11-23.1604812,bE,1.44,14.984,12.154,0.017,49.902,0.765,g
2459541.66148,2021-11-23.1617755,bE,1.37,15.231,12.149,0.014,50.148,0.614,g
2459542.81283,2021-11-24.3131055,bE,1.49,15.800,12.202,0.009,47.765,0.374,g
2459542.81413,2021-11-24.3144018,bE,1.42,15.756,12.183,0.008,48.623,0.384,g
2459542.81541,2021-11-24.3156834,bE,1.50,15.797,12.199,0.009,47.925,0.371,g
2459543.82744,2021-11-25.3276916,bi,1.43,15.618,12.138,0.010,50.651,0.447,g
2459543.82869,2021-11-25.3289437,bi,1.44,15.609,12.126,0.010,51.264,0.449,g
2459543.82995,2021-11-25.3301972,bi,1.39,15.580,12.106,0.009,52.216,0.450,g
2459544.76706,2021-11-26.2672962,bi,1.39,15.606,12.138,0.010,50.688,0.450,g
2459544.76832,2021-11-26.2685509,bi,1.39,15.595,12.132,0.010,50.946,0.457,g
2459544.76957,2021-11-26.2697939,bi,1.43,15.600,12.118,0.010,51.599,0.451,g
2459545.78576,2021-11-27.2859635,bE,1.45,15.818,12.187,0.009,48.424,0.370,g
2459545.78706,2021-11-27.2872636,bE,1.49,15.824,12.195,0.008,48.065,0.359,g
2459545.78836,2021-11-27.2885611,bE,1.50,15.811,12.179,0.009,48.790,0.370,g
2459546.74738,2021-11-28.2475717,bi,1.45,15.665,12.219,0.010,47.034,0.422,g
2459546.74863,2021-11-28.2488184,bi,1.46,15.672,12.178,0.010,48.829,0.419,g
2459546.74986,2021-11-28.2500577,bi,1.49,15.680,12.177,0.009,48.888,0.408,g
2459548.65035,2021-11-30.1504957,bi,1.45,15.600,12.140,0.010,50.570,0.447,g
2459548.65159,2021-11-30.1517388,bi,1.42,15.618,12.142,0.009,50.508,0.433,g
2459548.65283,2021-11-30.1529818,bi,1.45,15.594,12.120,0.010,51.502,0.464,g
2459549.66218,2021-12-01.1623067,bi,1.40,15.623,12.151,0.010,50.095,0.433,g
2459549.66343,2021-12-01.1635484,bi,1.42,15.655,12.201,0.010,47.820,0.430,g
2459549.66466,2021-12-01.1647796,bi,1.38,15.625,12.179,0.010,48.791,0.435,g
2459549.70398,2021-12-01.2040968,bi,1.43,15.646,12.190,0.010,48.332,0.435,g
2459549.70523,2021-12-01.2053552,bi,1.41,15.671,12.204,0.010,47.710,0.418,g
2459549.70648,2021-12-01.2066048,bi,1.39,15.676,12.193,0.010,48.171,0.419,g
2459550.72462,2021-12-02.2247215,bE,1.45,15.826,12.184,0.008,48.598,0.358,g
2459550.72591,2021-12-02.2260062,bE,1.53,15.816,12.190,0.008,48.301,0.365,g
2459550.72720,2021-12-02.2272945,bE,1.47,15.829,12.185,0.009,48.506,0.363,g
2459550.80953,2021-12-02.3096223,bE,1.49,15.855,12.186,0.008,48.470,0.356,g
2459550.81083,2021-12-02.3109175,bE,1.49,15.856,12.188,0.008,48.439,0.353,g
2459550.81213,2021-12-02.3122203,bE,1.46,15.860,12.184,0.007,48.575,0.348,g
2459552.63171,2021-12-04.1317679,bi,1.41,15.612,12.132,0.010,50.929,0.448,g
2459552.63295,2021-12-04.1330054,bi,1.39,15.615,12.137,0.010,50.713,0.445,g
2459552.69923,2021-12-04.1992834,bi,1.40,15.637,12.143,0.009,50.468,0.426,g
2459552.70048,2021-12-04.2005350,bi,1.39,15.648,12.145,0.010,50.380,0.424,g
2459552.70172,2021-12-04.2017722,bi,1.43,15.675,12.150,0.009,50.096,0.416,g
2459554.70399,2021-12-06.2039940,bE,1.39,15.829,12.192,0.009,48.187,0.362,g
2459554.70529,2021-12-06.2052952,bE,1.45,15.831,12.185,0.008,48.543,0.359,g
2459554.70659,2021-12-06.2065929,bE,1.51,15.834,12.168,0.008,49.325,0.359,g
2459556.72111,2021-12-08.2210690,bE,1.44,15.811,12.121,0.008,51.483,0.368,g
